Prot_A,Prot_B,Interaction_score,Disease
HIBCH,CPX-2731,0.65,Alzheimer's Disease
HIBCH,HADH,0.672,Alzheimer's Disease
HIBCH,SCP2,0.825,Alzheimer's Disease
HIBCH,CPX-6245,0.952,Alzheimer's Disease
CPX-890,ERN1,0.544,Alzheimer's Disease
CPX-890,CPX-1072,0.837,Alzheimer's Disease
ECHS1,BCKDK,0.509,Alzheimer's Disease
SCP2,CPX-6245,0.85,Alzheimer's Disease
CPX-376,CPX-6245,0.599,Alzheimer's Disease
CPX-6245,BCKDK,0.482,Alzheimer's Disease
ERN1,CPX-1072,0.773,Alzheimer's Disease
CPX-646,SORD,0.414,Alzheimer's Disease
CPX-646,OAT,0.475,Alzheimer's Disease
CPX-56,CD24,0.48,Alzheimer's Disease
CPX-56,ALDH1A1,0.503,Alzheimer's Disease
TPI1,ANXA5,0.451,Alzheimer's Disease
TPI1,ALDH1A2,0.464,Alzheimer's Disease
CPX-2469,OAT,0.843,Alzheimer's Disease
CPX-4742,ALDH1A1,0.414,Alzheimer's Disease
CPX-4742,AOX1,0.458,Alzheimer's Disease
CPX-4742,ACOX1,0.801,Alzheimer's Disease
SOX9,DCLK1,0.47,Alzheimer's Disease
ALDH1A2,HSD17B4,0.418,Alzheimer's Disease
ALDH1A2,CPX-577,0.426,Alzheimer's Disease
ALDH1A2,CPX-561,0.459,Alzheimer's Disease
ALDH1A2,CPX-6175,0.49,Alzheimer's Disease
JAG1,CPX-1803,0.415,Alzheimer's Disease
JAG1,ALDH1A1,0.443,Alzheimer's Disease
KRAS,DCLK1,0.503,Alzheimer's Disease
SORD,AVP,0.494,Alzheimer's Disease
SLC1A2,VIM,0.616,Alzheimer's Disease
ANXA5,CPX-561,0.42,Alzheimer's Disease
ALDH1A1,BRDT,0.433,Alzheimer's Disease
ALDH1A1,DCLK1,0.454,Alzheimer's Disease
ALDH1A1,HMGA2,0.569,Alzheimer's Disease
HNF4A,CPX-561,0.418,Alzheimer's Disease
SOX2,DCLK1,0.445,Alzheimer's Disease
DCLK1,CPX-1123,0.442,Alzheimer's Disease
DCLK1,CD24,0.447,Alzheimer's Disease
DCLK1,PROM1,0.57,Alzheimer's Disease
DCLK1,CPX-937,0.671,Alzheimer's Disease
FH,HMGA2,0.602,Alzheimer's Disease
CPX-561,CPX-943,0.448,Alzheimer's Disease
CLDN11,SOX10,0.496,Alzheimer's Disease
CLDN11,MAG,0.595,Alzheimer's Disease
CLDN11,MBP,0.617,Alzheimer's Disease
CLDN11,PLP1,0.639,Alzheimer's Disease
CLDN11,PMP22,0.856,Alzheimer's Disease
GDAP1,PMP22,0.507,Alzheimer's Disease
GDAP1,EGR2,0.582,Alzheimer's Disease
GDAP1,NEFL,0.658,Alzheimer's Disease
GDAP1,GJB1,0.72,Alzheimer's Disease
GDAP1,SH3TC2,0.8,Alzheimer's Disease
GDAP1,MFN2,0.926,Alzheimer's Disease
EGR2,PLP1,0.408,Alzheimer's Disease
EGR2,NEFL,0.463,Alzheimer's Disease
EGR2,CPX-2231,0.498,Alzheimer's Disease
EGR2,SH3TC2,0.58,Alzheimer's Disease
EGR2,GJB1,0.87,Alzheimer's Disease
EGR2,PMP22,0.916,Alzheimer's Disease
EGR2,SOX10,0.986,Alzheimer's Disease
CPX-2231,PMP22,0.404,Alzheimer's Disease
PMP22,CPX-8665,0.4,Alzheimer's Disease
PMP22,MFN2,0.447,Alzheimer's Disease
PMP22,MAG,0.521,Alzheimer's Disease
PMP22,CPX-256,0.522,Alzheimer's Disease
PMP22,MBP,0.552,Alzheimer's Disease
PMP22,NEFL,0.597,Alzheimer's Disease
PMP22,PLP1,0.602,Alzheimer's Disease
PMP22,SOX10,0.646,Alzheimer's Disease
PMP22,GJB1,0.942,Alzheimer's Disease
GJB1,MBP,0.475,Alzheimer's Disease
GJB1,PLP1,0.493,Alzheimer's Disease
GJB1,MAG,0.553,Alzheimer's Disease
GJB1,MFN2,0.644,Alzheimer's Disease
GJB1,NEFL,0.702,Alzheimer's Disease
GJB1,SOX10,0.786,Alzheimer's Disease
GJB1,SH3TC2,0.833,Alzheimer's Disease
SOX10,CPX-256,0.651,Alzheimer's Disease
MFN2,SH3TC2,0.583,Alzheimer's Disease
SH3TC2,NEFL,0.581,Alzheimer's Disease
EHHADH,CPX-4742,0.487,Alzheimer's Disease
GDA,AOX1,0.752,Alzheimer's Disease
GDA,XDH,0.988,Alzheimer's Disease
GDA,PNP,0.991,Alzheimer's Disease
CPX-4742,ALDH2,0.507,Alzheimer's Disease
MOCOS,CPX-6341,0.502,Alzheimer's Disease
MOCOS,GPHN,0.563,Alzheimer's Disease
MOCOS,SUOX,0.63,Alzheimer's Disease
MOCOS,PNP,0.714,Alzheimer's Disease
MOCOS,XDH,0.731,Alzheimer's Disease
MOCOS,AOX1,0.978,Alzheimer's Disease
ALDH2,SUOX,0.437,Alzheimer's Disease
ALS2,AOX1,0.672,Alzheimer's Disease
PNP,AOX1,0.662,Alzheimer's Disease
ADCY10,AOX1,0.603,Alzheimer's Disease
AOX1,GPHN,0.838,Alzheimer's Disease
AOX1,CPX-6341,0.945,Alzheimer's Disease
AOX1,SUOX,0.966,Alzheimer's Disease
XDH,CPX-6341,0.408,Alzheimer's Disease
SUOX,GPHN,0.908,Alzheimer's Disease
SUOX,CPX-6341,0.969,Alzheimer's Disease
CPX-6341,GPHN,0.998,Alzheimer's Disease
NTN1,RET,0.402,Alzheimer's Disease
NTN1,MAP2K2,0.439,Alzheimer's Disease
NTN1,MAP2K1,0.44,Alzheimer's Disease
NTN1,GDNF,0.566,Alzheimer's Disease
NTN1,UNC5C,0.999,Alzheimer's Disease
FGF20,GDNF,0.613,Alzheimer's Disease
SOS2,EPOR,0.428,Alzheimer's Disease
SOS2,IRS4,0.446,Alzheimer's Disease
SOS2,SHOC2,0.656,Alzheimer's Disease
EPOR,CPX-1164,0.414,Alzheimer's Disease
EPOR,MAPK3,0.417,Alzheimer's Disease
EPOR,PTPN1,0.421,Alzheimer's Disease
EPOR,PTPRC,0.43,Alzheimer's Disease
EPOR,PDGFRB,0.432,Alzheimer's Disease
EPOR,RUNX1,0.445,Alzheimer's Disease
EPOR,CSF1R,0.447,Alzheimer's Disease
EPOR,CPX-1983,0.493,Alzheimer's Disease
EPOR,CPX-7381,0.511,Alzheimer's Disease
EPOR,PIK3CD,0.52,Alzheimer's Disease
EPOR,ABL1,0.524,Alzheimer's Disease
EPOR,SYK,0.526,Alzheimer's Disease
EPOR,GATA2,0.532,Alzheimer's Disease
EPOR,PIK3CB,0.534,Alzheimer's Disease
EPOR,CPX-395,0.54,Alzheimer's Disease
EPOR,CPX-623,0.541,Alzheimer's Disease
EPOR,KITLG,0.55,Alzheimer's Disease
EPOR,GAB1,0.563,Alzheimer's Disease
EPOR,PIK3CA,0.57,Alzheimer's Disease
EPOR,EGFR,0.573,Alzheimer's Disease
EPOR,GHR,0.576,Alzheimer's Disease
EPOR,KRAS,0.579,Alzheimer's Disease
EPOR,AKT1,0.579,Alzheimer's Disease
EPOR,SRC,0.588,Alzheimer's Disease
EPOR,CPX-6016,0.592,Alzheimer's Disease
EPOR,PIK3CG,0.639,Alzheimer's Disease
EPOR,CBL,0.642,Alzheimer's Disease
EPOR,PLCG2,0.643,Alzheimer's Disease
EPOR,GH1,0.666,Alzheimer's Disease
EPOR,CPX-6041,0.7,Alzheimer's Disease
EPOR,CPX-1875,0.702,Alzheimer's Disease
EPOR,EGF,0.734,Alzheimer's Disease
EPOR,CPX-6024,0.738,Alzheimer's Disease
EPOR,CSF3R,0.745,Alzheimer's Disease
EPOR,KIT,0.799,Alzheimer's Disease
EPOR,LEP,0.807,Alzheimer's Disease
EPOR,CPX-646,0.846,Alzheimer's Disease
EPOR,TYK2,0.899,Alzheimer's Disease
EPOR,LYN,0.904,Alzheimer's Disease
EPOR,SOCS3,0.906,Alzheimer's Disease
EPOR,PIK3R1,0.909,Alzheimer's Disease
EPOR,JAK3,0.933,Alzheimer's Disease
EPOR,JAK1,0.968,Alzheimer's Disease
EPOR,CPX-506,0.985,Alzheimer's Disease
EPOR,CPX-6043,0.989,Alzheimer's Disease
EPOR,JAK2,0.999,Alzheimer's Disease
HGF,ROS1,0.403,Alzheimer's Disease
HGF,GDNF,0.571,Alzheimer's Disease
CPX-646,RPIA,0.411,Alzheimer's Disease
CPX-646,LIFR,0.701,Alzheimer's Disease
CPX-6024,LIFR,0.734,Alzheimer's Disease
APOB,EPHA2,0.41,Alzheimer's Disease
APOB,CPX-2236,0.505,Alzheimer's Disease
APOB,PPP2R5D,0.505,Alzheimer's Disease
APOB,CPX-6482,0.588,Alzheimer's Disease
FGF23,GDNF,0.423,Alzheimer's Disease
FGF23,TLR9,0.502,Alzheimer's Disease
TICAM1,CPX-5995,0.441,Alzheimer's Disease
KRAS,CPX-512,0.416,Alzheimer's Disease
KRAS,SHOC2,0.989,Alzheimer's Disease
PDGFRA,GH1,0.65,Alzheimer's Disease
PDGFRB,TBK1,0.453,Alzheimer's Disease
PDGFRB,GH1,0.65,Alzheimer's Disease
MAP2K2,SYNGAP1,0.4,Alzheimer's Disease
MAP2K2,YES1,0.52,Alzheimer's Disease
MAP2K2,IDH2,0.552,Alzheimer's Disease
MAP2K2,SHOC2,0.689,Alzheimer's Disease
GAB1,KL,0.443,Alzheimer's Disease
GAB1,GFRA1,0.507,Alzheimer's Disease
GAB1,GDNF,0.538,Alzheimer's Disease
GAB1,CPX-623,0.906,Alzheimer's Disease
GAB1,KIT,0.914,Alzheimer's Disease
IL1B,LIFR,0.704,Alzheimer's Disease
KDR,KL,0.529,Alzheimer's Disease
PIK3CA,CPX-512,0.42,Alzheimer's Disease
PIK3CA,CPX-506,0.572,Alzheimer's Disease
PIK3CA,CPX-6015,0.914,Alzheimer's Disease
PIK3CA,LIFR,0.915,Alzheimer's Disease
PIK3CA,IRS4,0.972,Alzheimer's Disease
CBL,YWHAG,0.47,Alzheimer's Disease
CBL,KL,0.511,Alzheimer's Disease
CPX-6041,LIFR,0.94,Alzheimer's Disease
FGF10,GDNF,0.731,Alzheimer's Disease
SCARB2,LAMP2,0.654,Alzheimer's Disease
EGF,LIFR,0.788,Alzheimer's Disease
ERBB3,DUSP6,0.545,Alzheimer's Disease
CPX-5995,PIK3R1,0.641,Alzheimer's Disease
CPX-5995,SOCS1,0.988,Alzheimer's Disease
EGFR,IRS4,0.407,Alzheimer's Disease
EGFR,LIFR,0.62,Alzheimer's Disease
TNFRSF10B,CPX-1875,0.418,Alzheimer's Disease
TNFRSF10B,RHOA,0.593,Alzheimer's Disease
NTRK2,GFRA1,0.6,Alzheimer's Disease
CSF1R,LAMP2,0.4,Alzheimer's Disease
KIT,TBK1,0.486,Alzheimer's Disease
KIT,NTF4,0.691,Alzheimer's Disease
CPX-6011,CPX-506,0.432,Alzheimer's Disease
CPX-6011,GH1,0.65,Alzheimer's Disease
CPX-6011,CPX-1875,0.662,Alzheimer's Disease
CPX-6011,CPX-5995,0.947,Alzheimer's Disease
ARAF,INPPL1,0.449,Alzheimer's Disease
ARAF,SHOC2,0.635,Alzheimer's Disease
FGFR4,ROS1,0.416,Alzheimer's Disease
FGFR4,TLR9,0.709,Alzheimer's Disease
INPPL1,CPX-506,0.499,Alzheimer's Disease
INPPL1,CPX-512,0.532,Alzheimer's Disease
INPPL1,FCGR2B,0.97,Alzheimer's Disease
RUNX1,LIFR,0.775,Alzheimer's Disease
CPX-6482,CPX-5850,0.452,Alzheimer's Disease
MAP2K1,SYNGAP1,0.408,Alzheimer's Disease
MAP2K1,YES1,0.528,Alzheimer's Disease
MAP2K1,SHOC2,0.655,Alzheimer's Disease
CLEC7A,SOCS1,0.568,Alzheimer's Disease
INSR,LIFR,0.423,Alzheimer's Disease
INSR,KL,0.911,Alzheimer's Disease
INSR,IRS4,0.983,Alzheimer's Disease
IRS1,IRS4,0.973,Alzheimer's Disease
IL7R,GH1,0.654,Alzheimer's Disease
YWHAG,SYK,0.4,Alzheimer's Disease
YWHAG,TET2,0.422,Alzheimer's Disease
YWHAG,MAP3K5,0.696,Alzheimer's Disease
FGF5,SHOC2,0.427,Alzheimer's Disease
FGF5,GDNF,0.755,Alzheimer's Disease
HAVCR2,BRAF,0.468,Alzheimer's Disease
LEP,LIFR,0.761,Alzheimer's Disease
GH1,BTK,0.411,Alzheimer's Disease
GH1,IGF1R,0.416,Alzheimer's Disease
GH1,SOCS1,0.544,Alzheimer's Disease
GH1,SOCS3,0.58,Alzheimer's Disease
GH1,CPX-6015,0.65,Alzheimer's Disease
GH1,CSF3R,0.65,Alzheimer's Disease
GH1,CPX-506,0.65,Alzheimer's Disease
GH1,CPX-5995,0.656,Alzheimer's Disease
GH1,JAK3,0.661,Alzheimer's Disease
GH1,LIFR,0.677,Alzheimer's Disease
CPX-6016,LEPR,0.407,Alzheimer's Disease
MET,LIFR,0.415,Alzheimer's Disease
CALR,HLA-DRB1,0.528,Alzheimer's Disease
STK11,PDCD1,0.404,Alzheimer's Disease
CSF1,GDNF,0.501,Alzheimer's Disease
PHF6,JAK1,0.443,Alzheimer's Disease
TBK1,TRIM32,0.474,Alzheimer's Disease
SOCS3,LIFR,0.509,Alzheimer's Disease
SOCS3,GHR,0.85,Alzheimer's Disease
SOCS3,IRS4,0.917,Alzheimer's Disease
CPX-1875,CPX-506,0.663,Alzheimer's Disease
CPX-1875,CSF3R,0.678,Alzheimer's Disease
CPX-1875,LIFR,0.678,Alzheimer's Disease
CPX-1875,CPX-6015,0.68,Alzheimer's Disease
LEPR,KITLG,0.48,Alzheimer's Disease
PDCD1,ROS1,0.505,Alzheimer's Disease
PDCD1,BRAF,0.696,Alzheimer's Disease
CAV1,PRKG1,0.562,Alzheimer's Disease
FGFR3,LIFR,0.407,Alzheimer's Disease
FGFR3,TLR9,0.517,Alzheimer's Disease
PTK2,UNC5C,0.909,Alzheimer's Disease
ERBB4,LIFR,0.446,Alzheimer's Disease
GATA2,TEK,0.421,Alzheimer's Disease
GFRA1,AKT1,0.414,Alzheimer's Disease
GFRA1,PIK3CB,0.499,Alzheimer's Disease
GFRA1,PIK3CD,0.499,Alzheimer's Disease
GFRA1,PIK3R1,0.509,Alzheimer's Disease
GFRA1,NTF4,0.649,Alzheimer's Disease
GFRA1,NTRK1,0.887,Alzheimer's Disease
RET,CPX-623,0.442,Alzheimer's Disease
NF1,GDNF,0.429,Alzheimer's Disease
NF1,SHOC2,0.523,Alzheimer's Disease
EPHA2,SYK,0.402,Alzheimer's Disease
EPHA2,CPX-1795,0.544,Alzheimer's Disease
EPHA2,BRAF,0.553,Alzheimer's Disease
MAP3K5,SOCS1,0.707,Alzheimer's Disease
FGF17,GDNF,0.602,Alzheimer's Disease
HLA-DRB1,DNM2,0.506,Alzheimer's Disease
HLA-DRB1,WT1,0.519,Alzheimer's Disease
TLR9,KL,0.506,Alzheimer's Disease
TLR9,FGFR1,0.701,Alzheimer's Disease
CPX-6016,LIFR,0.434,Alzheimer's Disease
MTOR,IRS4,0.918,Alzheimer's Disease
CPX-6015,FGFR1,0.561,Alzheimer's Disease
CPX-6015,PIK3CD,0.911,Alzheimer's Disease
CPX-6015,PIK3CB,0.913,Alzheimer's Disease
CPX-6015,PIK3R1,0.917,Alzheimer's Disease
CPX-6015,CPX-395,0.949,Alzheimer's Disease
CPX-6015,SOCS1,0.972,Alzheimer's Disease
CPX-6015,TYK2,0.976,Alzheimer's Disease
CPX-623,LIFR,0.705,Alzheimer's Disease
ROS1,CPX-5156,0.401,Alzheimer's Disease
SHOC2,SYNGAP1,0.413,Alzheimer's Disease
SHOC2,BRAF,0.857,Alzheimer's Disease
SHOC2,CPX-395,0.865,Alzheimer's Disease
SHOC2,RAF1,0.983,Alzheimer's Disease
CPX-480,LIFR,0.465,Alzheimer's Disease
PTPN1,IRS4,0.925,Alzheimer's Disease
CPX-3153,IRS4,0.452,Alzheimer's Disease
IRS4,AKT1,0.5,Alzheimer's Disease
IRS4,IGF1,0.742,Alzheimer's Disease
IRS4,IKBKB,0.911,Alzheimer's Disease
IRS4,KL,0.912,Alzheimer's Disease
IRS4,SOCS1,0.913,Alzheimer's Disease
IRS4,PIK3CD,0.919,Alzheimer's Disease
IRS4,JAK2,0.921,Alzheimer's Disease
IRS4,PIK3CG,0.944,Alzheimer's Disease
IRS4,CPX-943,0.955,Alzheimer's Disease
IRS4,PIK3CB,0.965,Alzheimer's Disease
IRS4,IGF1R,0.968,Alzheimer's Disease
IRS4,PIK3R1,0.989,Alzheimer's Disease
CSF3R,ANGPT1,0.45,Alzheimer's Disease
CSF3R,LIFR,0.462,Alzheimer's Disease
CSF3R,SOCS1,0.674,Alzheimer's Disease
CSF3R,TYK2,0.896,Alzheimer's Disease
SRC,UNC5C,0.916,Alzheimer's Disease
PRKG1,AGTR1,0.564,Alzheimer's Disease
PRKG1,RAF1,0.932,Alzheimer's Disease
HCK,CPX-623,0.604,Alzheimer's Disease
PIK3CD,CPX-506,0.441,Alzheimer's Disease
PIK3CD,CPX-512,0.447,Alzheimer's Disease
PIK3CD,GDNF,0.505,Alzheimer's Disease
PIK3CD,LIFR,0.911,Alzheimer's Disease
CPX-1017,LAMP2,0.54,Alzheimer's Disease
WT1,CPX-1795,0.404,Alzheimer's Disease
TEK,GDNF,0.452,Alzheimer's Disease
KL,PIK3R1,0.447,Alzheimer's Disease
KL,FGFR2,0.806,Alzheimer's Disease
KL,IGF1R,0.946,Alzheimer's Disease
JAK2,LIFR,0.98,Alzheimer's Disease
FGF9,GDNF,0.622,Alzheimer's Disease
DNM2,NTRK1,0.524,Alzheimer's Disease
CPX-1981,LIFR,0.441,Alzheimer's Disease
CPX-506,CPX-395,0.409,Alzheimer's Disease
CPX-506,PIK3CB,0.421,Alzheimer's Disease
CPX-506,SOCS1,0.516,Alzheimer's Disease
CPX-506,PIK3R1,0.574,Alzheimer's Disease
CPX-506,TYK2,0.714,Alzheimer's Disease
CPX-395,CPX-512,0.4,Alzheimer's Disease
DCC,UNC5C,0.92,Alzheimer's Disease
FGFR1,LIFR,0.53,Alzheimer's Disease
CPX-512,GHR,0.406,Alzheimer's Disease
CPX-512,PIK3CB,0.42,Alzheimer's Disease
CPX-512,PIK3R1,0.611,Alzheimer's Disease
CPX-512,IKBKB,0.778,Alzheimer's Disease
LIFR,AKT1,0.429,Alzheimer's Disease
LIFR,SOCS1,0.441,Alzheimer's Disease
LIFR,FGFR2,0.468,Alzheimer's Disease
LIFR,CPX-7381,0.496,Alzheimer's Disease
LIFR,GHR,0.503,Alzheimer's Disease
LIFR,PIK3CB,0.903,Alzheimer's Disease
LIFR,PIK3R1,0.911,Alzheimer's Disease
LIFR,TYK2,0.923,Alzheimer's Disease
LIFR,JAK3,0.943,Alzheimer's Disease
LIFR,JAK1,0.978,Alzheimer's Disease
GDNF,ANGPT1,0.446,Alzheimer's Disease
GDNF,PIK3CB,0.521,Alzheimer's Disease
GDNF,NTF4,0.897,Alzheimer's Disease
BRAF,SYNGAP1,0.402,Alzheimer's Disease
JAK3,GHR,0.826,Alzheimer's Disease
TET2,JAK1,0.458,Alzheimer's Disease
GHR,SOCS1,0.818,Alzheimer's Disease
CPX-6151,ABCG2,0.465,Alzheimer's Disease
CPX-56,PDGFRB,0.504,Alzheimer's Disease
CPX-56,GPC3,0.56,Alzheimer's Disease
ATP7B,CPX-715,0.457,Alzheimer's Disease
CPX-5225,HNRNPA1,0.406,Alzheimer's Disease
KRAS,SLC16A1,0.479,Alzheimer's Disease
MAPK3,ALPL,0.516,Alzheimer's Disease
CPX-2385,ABCG2,0.404,Alzheimer's Disease
FGF10,NR1H4,0.516,Alzheimer's Disease
ERBB2,GPC3,0.47,Alzheimer's Disease
GJA1,ABCG2,0.417,Alzheimer's Disease
GJA1,TFRC,0.531,Alzheimer's Disease
CPX-702,ALPL,0.464,Alzheimer's Disease
KIT,ATP7A,0.574,Alzheimer's Disease
ALB,ALPL,0.404,Alzheimer's Disease
ANXA5,ALPL,0.458,Alzheimer's Disease
SHH,GPC3,0.959,Alzheimer's Disease
HPRT1,TYMS,0.66,Alzheimer's Disease
HPRT1,CPX-6151,0.845,Alzheimer's Disease
CA4,ABCG2,0.44,Alzheimer's Disease
TYMS,CPX-8302,0.404,Alzheimer's Disease
MET,ATP7A,0.42,Alzheimer's Disease
MET,RDX,0.558,Alzheimer's Disease
SLC2A4,GPC3,0.66,Alzheimer's Disease
SPNS2,CPX-1983,0.41,Alzheimer's Disease
HNRNPA1,ABCG2,0.422,Alzheimer's Disease
ATP7A,TFRC,0.402,Alzheimer's Disease
ATP7A,CPX-715,0.463,Alzheimer's Disease
FGF17,NR1H4,0.529,Alzheimer's Disease
CPX-1788,ABCG2,0.403,Alzheimer's Disease
CPX-1788,CPX-1803,0.717,Alzheimer's Disease
ENG,ALPL,0.43,Alzheimer's Disease
ALPL,ABCG2,0.424,Alzheimer's Disease
ALPL,CPX-2476,0.528,Alzheimer's Disease
ALPL,ADIPOQ,0.575,Alzheimer's Disease
ALPL,CPX-3111,0.653,Alzheimer's Disease
SYK,ABCG2,0.449,Alzheimer's Disease
FGF9,NR1H4,0.521,Alzheimer's Disease
ALK,TGFBR1,0.882,Alzheimer's Disease
TFRC,SLC46A1,0.448,Alzheimer's Disease
GPC3,ABCG2,0.462,Alzheimer's Disease
GPC3,PROM1,0.632,Alzheimer's Disease
GPC3,IGF1R,0.798,Alzheimer's Disease
CPX-943,SLC16A1,0.626,Alzheimer's Disease
CPX-7381,SLC16A1,0.516,Alzheimer's Disease
BMP4,GATA2,0.55,Alzheimer's Disease
SULT2A1,EHBP1,0.409,Alzheimer's Disease
SULT2A1,KLK4,0.44,Alzheimer's Disease
AHSG,NR1H4,0.407,Alzheimer's Disease
CFTR,SLC5A1,0.478,Alzheimer's Disease
FGF20,NR1H4,0.531,Alzheimer's Disease
CETP,CPX-6222,0.481,Alzheimer's Disease
SLC10A2,CPX-8306,0.405,Alzheimer's Disease
SLC10A2,SLC5A1,0.712,Alzheimer's Disease
NPC1,CPX-3285,0.497,Alzheimer's Disease
NPC1,CPX-3288,0.499,Alzheimer's Disease
AHSG,INSR,0.431,Alzheimer's Disease
DDAH1,NR1H4,0.405,Alzheimer's Disease
LIPC,CPX-6222,0.409,Alzheimer's Disease
CPX-128,CPX-2349,0.461,Alzheimer's Disease
INSR,CYP7B1,0.534,Alzheimer's Disease
SLCO1A2,CPX-8306,0.443,Alzheimer's Disease
FGF5,NR1H4,0.53,Alzheimer's Disease
PRKRA,NR1H4,0.443,Alzheimer's Disease
PRKRA,CPX-8306,0.578,Alzheimer's Disease
PRKRA,CPX-2349,0.671,Alzheimer's Disease
SLC2A2,PAH,0.465,Alzheimer's Disease
CPX-8306,CYFIP2,0.999,Alzheimer's Disease
CPX-2349,CYFIP2,0.999,Alzheimer's Disease
ABCA1,CPX-6282,0.545,Alzheimer's Disease
AKT1,S1PR2,0.545,Alzheimer's Disease
RRAS2,AKT1,0.409,Alzheimer's Disease
RRAS2,PDE3B,0.411,Alzheimer's Disease
RRAS2,RAPGEF3,0.911,Alzheimer's Disease
RRAS2,RAPGEF4,0.927,Alzheimer's Disease
RRAS2,PIK3CG,0.978,Alzheimer's Disease
PDE3B,RAPGEF4,0.447,Alzheimer's Disease
PDE3B,CPX-943,0.505,Alzheimer's Disease
PDE3B,PDE4D,0.631,Alzheimer's Disease
PDE3B,ADCY10,0.696,Alzheimer's Disease
PDE3B,ALDH7A1,0.699,Alzheimer's Disease
PDE3B,PIK3CG,0.757,Alzheimer's Disease
PDE3B,RAPGEF3,0.762,Alzheimer's Disease
PDE3B,ADCY1,0.773,Alzheimer's Disease
PDE3B,ADCY3,0.793,Alzheimer's Disease
PDE3B,ADCY6,0.797,Alzheimer's Disease
PDE3B,PRKACA,0.848,Alzheimer's Disease
PDE3B,PRKACB,0.852,Alzheimer's Disease
PDE3B,AKT1,0.943,Alzheimer's Disease
CPX-4747,PRKAR1A,0.607,Alzheimer's Disease
CPX-4747,RAPGEF3,0.742,Alzheimer's Disease
ADCY1,PRKAR1B,0.692,Alzheimer's Disease
ITPR1,PRKAR1B,0.575,Alzheimer's Disease
PRKACA,LRPAP1,0.478,Alzheimer's Disease
PRKACA,PRKAR1B,0.999,Alzheimer's Disease
ADCY6,PRKAR1B,0.66,Alzheimer's Disease
PDE2A,PDE4D,0.564,Alzheimer's Disease
PDE4B,ADCY10,0.71,Alzheimer's Disease
PDE4D,CPX-983,0.424,Alzheimer's Disease
PDE4D,PDE7A,0.498,Alzheimer's Disease
PDE4D,PRKAR1A,0.643,Alzheimer's Disease
PDE4D,ADCY10,0.721,Alzheimer's Disease
PDE4D,ADCY3,0.763,Alzheimer's Disease
PDE3A,CPX-3156,0.401,Alzheimer's Disease
PDE3A,PIK3CG,0.548,Alzheimer's Disease
PDE3A,PRKAR1A,0.583,Alzheimer's Disease
PDE3A,GNAS,0.649,Alzheimer's Disease
PRKACB,LRPAP1,0.475,Alzheimer's Disease
PRKACB,PRKAR1B,0.998,Alzheimer's Disease
GNAS,PRKAR1B,0.651,Alzheimer's Disease
PRKAR1A,RAPGEF4,0.552,Alzheimer's Disease
PRKAR1A,RAPGEF3,0.571,Alzheimer's Disease
PRKAR1A,PRKAR1B,0.98,Alzheimer's Disease
CPX-983,RAPGEF3,0.418,Alzheimer's Disease
CPX-983,LRPAP1,0.586,Alzheimer's Disease
CPX-983,RHOA,0.745,Alzheimer's Disease
RAPGEF4,PRKAR1B,0.544,Alzheimer's Disease
RAPGEF4,RAF1,0.64,Alzheimer's Disease
RAPGEF4,LRPAP1,0.95,Alzheimer's Disease
ADCY3,PRKAR1B,0.635,Alzheimer's Disease
PRKAR1B,AKT1,0.522,Alzheimer's Disease
PRKAR1B,RAPGEF3,0.567,Alzheimer's Disease
RAPGEF3,PIK3CG,0.535,Alzheimer's Disease
RAPGEF3,RAF1,0.648,Alzheimer's Disease
RAPGEF3,LRPAP1,0.901,Alzheimer's Disease
RHOA,LRPAP1,0.422,Alzheimer's Disease
RAF1,LRPAP1,0.789,Alzheimer's Disease
AKT1,LRPAP1,0.484,Alzheimer's Disease
CD74,TOP2A,0.427,Alzheimer's Disease
CD74,APEX1,0.449,Alzheimer's Disease
CD74,SSBP1,0.467,Alzheimer's Disease
CD74,SOD2,0.646,Alzheimer's Disease
CD74,LGMN,0.932,Alzheimer's Disease
CPX-478,MUTYH,0.427,Alzheimer's Disease
CPX-478,KDM1A,0.907,Alzheimer's Disease
CPX-467,OGG1,0.471,Alzheimer's Disease
CPX-467,CPX-955,0.634,Alzheimer's Disease
APEX1,YARS1,0.427,Alzheimer's Disease
APEX1,LGMN,0.433,Alzheimer's Disease
APEX1,AICDA,0.434,Alzheimer's Disease
APEX1,UBR1,0.442,Alzheimer's Disease
APEX1,HNRNPH2,0.456,Alzheimer's Disease
APEX1,IMPDH2,0.498,Alzheimer's Disease
APEX1,SLC25A5,0.506,Alzheimer's Disease
APEX1,CPX-4742,0.52,Alzheimer's Disease
APEX1,GLO1,0.534,Alzheimer's Disease
APEX1,ALDH18A1,0.554,Alzheimer's Disease
APEX1,PRODH,0.72,Alzheimer's Disease
APEX1,SET,0.859,Alzheimer's Disease
APEX1,MUTYH,0.975,Alzheimer's Disease
GSR,CPX-4742,0.646,Alzheimer's Disease
AICDA,CPX-4442,0.416,Alzheimer's Disease
AICDA,TP53BP1,0.447,Alzheimer's Disease
AICDA,CHEK1,0.52,Alzheimer's Disease
AICDA,CPX-618,0.608,Alzheimer's Disease
AICDA,UNG,0.915,Alzheimer's Disease
CPX-4742,CPX-1123,0.547,Alzheimer's Disease
CPX-4742,SOD2,0.908,Alzheimer's Disease
UNG,SSBP1,0.632,Alzheimer's Disease
UNG,MUTYH,0.775,Alzheimer's Disease
